date,capacity,turnover,open,high,low,close,change,transaction
2019-03-18,12218708,952368177,77.75,78.1,77.65,78.1,0.5,4228
2019-03-19,8604296,672547372,78.1,78.4,77.85,78.4,0.3,2634
2019-03-20,11856027,929902949,78.35,78.55,78.2,78.5,0.1,4868
2019-03-21,11341213,894798086,78.8,79.15,78.65,79.15,0.65,3766
2019-03-22,6930357,550253696,79.5,79.7,79.05,79.35,0.2,2993
2019-03-25,7020756,548329150,78.1,78.35,78.0,78.15,-1.2,2790
2019-03-26,2700090,212178105,78.5,78.7,78.4,78.65,0.5,1328
2019-03-27,2555684,200669301,78.45,78.7,78.2,78.5,-0.15,959
2019-03-28,3415432,267952933,78.3,78.6,78.15,78.5,0.0,977
2019-03-29,5680484,448318722,78.7,79.15,78.25,79.15,0.65,1629
2019-04-01,11053405,886568240,80.0,80.4,79.6,79.85,0.7,3749
2019-04-02,5605092,449896022,80.1,80.45,80.1,80.15,0.3,2132
2019-04-03,6867174,550702889,80.4,80.45,79.95,80.15,0.0,3017
2019-04-08,7990782,646213579,80.8,81.0,80.7,80.9,0.75,3458
2019-04-09,15272047,1239718747,80.95,81.4,80.85,81.4,0.5,6181
2019-04-10,10863161,883369153,81.1,81.55,81.1,81.5,0.1,3214
2019-04-11,8272430,671920398,81.35,81.55,80.9,81.15,-0.35,2220
2019-04-12,7498409,608347094,81.15,81.3,81.0,81.1,-0.05,1806
2019-04-15,7681554,628500222,81.65,82.0,81.55,81.85,0.75,4160
2019-04-16,7767931,637026518,81.85,82.15,81.8,82.1,0.25,3439
2019-04-17,23104837,1911820959,82.3,82.9,82.3,82.75,0.65,5342
2019-04-18,20690365,1716538233,82.9,83.35,82.45,82.7,-0.05,3185
2019-04-19,12515659,1038666179,83.25,83.5,82.7,82.8,0.1,2347
2019-04-22,2874312,238232670,83.0,83.1,82.65,82.7,-0.1,1478
2019-04-23,6012031,498598254,82.7,83.2,82.55,83.05,0.35,2105
2019-04-24,3108556,258856445,83.4,83.55,82.9,83.2,0.15,1665
2019-04-25,3529039,293890589,83.1,83.45,83.0,83.4,0.2,1588
2019-04-26,3815090,314520959,82.8,82.8,82.2,82.45,-0.95,2520
2019-04-29,3161957,261464012,82.6,82.95,82.5,82.8,0.35,1462
2019-04-30,3247891,268471136,82.8,82.9,82.4,82.8,0.0,1525
2019-05-02,6155563,511743438,82.95,83.45,82.9,83.0,0.2,2206
2019-05-03,30324466,2531398997,83.1,83.8,83.1,83.75,0.75,2939
2019-05-06,7463612,614195906,82.6,82.6,82.05,82.3,-1.45,3956
2019-05-07,14011442,1163500108,82.65,83.3,82.65,83.15,0.85,3021
2019-05-08,13573142,1120446358,82.4,82.85,82.25,82.55,-0.6,2189
2019-05-09,6923673,565348226,82.15,82.2,81.25,81.55,-1.0,4032
2019-05-10,11794135,961017047,81.55,82.15,80.9,81.5,-0.05,4632
2019-05-13,18678106,1503424339,81.1,81.1,80.1,80.15,-1.35,9159
2019-05-14,20279630,1613491800,79.6,80.05,78.9,79.65,-0.5,9964
2019-05-15,17261839,1376616520,79.65,80.0,79.45,79.75,0.1,8236
2019-05-16,17099974,1355088953,79.5,79.6,79.0,79.05,-0.7,7751
2019-05-17,23573826,1854550805,79.5,79.55,78.25,78.25,-0.8,11522
2019-05-20,14304763,1121570149,78.5,78.8,78.15,78.2,-0.05,6896
2019-05-21,19814843,1548066469,78.0,78.45,77.7,78.4,0.2,6058
2019-05-22,10557991,827306010,78.2,78.65,78.1,78.4,0.0,4582
2019-05-23,25682577,1979998024,77.85,77.85,76.85,76.95,-1.45,13162
2019-05-24,6029424,465499944,77.05,77.5,77.0,77.35,0.4,3250
2019-05-27,11541072,890073086,77.5,77.5,76.85,77.15,-0.2,5535
2019-05-28,9812310,755742961,77.25,77.25,76.85,77.1,-0.05,4361
2019-05-29,9659519,740038363,76.5,76.8,76.3,76.75,-0.35,4380
2019-05-30,7658659,591824718,76.75,77.5,76.75,77.4,0.65,3474
2019-05-31,7566310,590619995,77.35,78.45,77.3,78.45,1.05,3611
2019-06-03,6017694,470593299,78.2,78.65,77.65,78.55,0.1,2880
2019-06-04,7228829,565425109,78.45,78.6,78.0,78.05,-0.5,2675
2019-06-05,7051894,554017619,78.85,78.95,78.25,78.3,0.25,3047
2019-06-06,7456203,579216003,77.7,77.85,77.45,77.7,-0.6,3663
2019-06-10,7666763,604180835,78.65,79.05,78.35,79.05,1.35,3677
2019-06-11,10623986,844354556,79.2,79.8,79.05,79.4,0.35,5118
2019-06-12,9258296,736850634,79.4,79.8,79.25,79.7,0.3,4028
2019-06-13,5914941,468466446,79.4,79.55,78.95,79.05,-0.65,2874
2019-06-14,3164087,249813323,79.0,79.15,78.8,78.9,-0.15,1824
2019-06-17,6141128,483052353,78.45,78.95,78.1,78.7,-0.2,3732
2019-06-18,2890377,227779433,78.8,79.0,78.6,78.9,0.2,1195
2019-06-19,21832509,1754258999,80.0,80.8,79.95,80.75,1.85,8538
2019-06-20,11581994,936579222,80.75,81.0,80.65,80.85,0.1,4459
2019-06-21,15343532,1243301534,81.1,81.2,80.8,80.85,0.0,8013
2019-06-24,16600747,1347119158,80.8,81.5,80.7,81.2,0.35,5396
2019-06-25,7941128,643677923,81.15,81.4,80.6,80.75,-0.45,2804
2019-06-26,5913352,475566304,80.6,80.6,80.25,80.35,-0.4,2313
2019-06-27,15351329,1248736184,80.55,81.6,80.55,81.5,1.15,4177
2019-06-28,3940686,319369533,81.45,81.55,80.85,80.9,-0.6,1867
2019-07-01,13771395,1137417652,82.05,82.8,82.05,82.65,1.75,5806
2019-07-02,5209290,429828229,82.65,82.7,82.4,82.45,-0.2,2310
2019-07-03,8615424,703409269,82.35,82.35,81.35,81.5,-0.95,2877
2019-07-04,5777556,473795392,81.8,82.2,81.8,82.0,0.5,1447
2019-07-05,1612933,132235865,82.1,82.35,81.8,81.9,-0.1,1054
2019-07-08,3859058,315505734,81.8,82.0,81.4,81.6,-0.3,1508
2019-07-09,4083155,333023156,81.75,81.75,81.4,81.5,-0.1,1528
2019-07-10,4427730,363405703,81.95,82.25,81.85,82.2,0.7,1918
2019-07-11,10379773,860205468,82.65,83.05,82.5,82.85,0.65,4412
2019-07-12,2972505,246251327,82.85,83.0,82.7,82.75,-0.1,1440
2019-07-15,9336043,775528066,82.85,83.35,82.25,83.2,0.45,3389
2019-07-16,5503245,458848605,83.2,83.45,83.15,83.35,0.15,2645
2019-07-17,10598530,879178624,83.25,83.25,82.8,82.8,-0.55,4107
2019-07-18,7541026,624408018,82.6,82.95,82.6,82.7,-0.1,1759
2019-07-19,9780922,814129776,83.0,83.45,83.0,83.0,0.0,3437
2019-07-22,8368544,698062737,83.1,83.5,83.1,83.4,0.4,3434
2019-07-23,5899116,493687372,83.6,83.9,83.5,83.6,0.2,2505
2019-07-24,3364336,281628164,83.75,83.9,83.55,83.55,-0.05,1397
2019-07-25,4931659,412670155,83.55,83.8,83.4,83.8,0.25,1798
2019-07-26,3129687,260812774,83.4,83.4,83.2,83.25,-0.55,1837
2019-07-29,3042246,253325799,83.1,83.45,83.05,83.45,0.2,1346
2019-07-30,2083374,173777513,83.6,83.7,83.2,83.2,-0.25,1207
2019-07-31,3119262,258060696,83.15,83.15,82.45,82.8,-0.4,1492
2019-08-01,5042943,414858242,82.2,82.55,82.1,82.3,-0.5,2632
2019-08-02,16846402,1362560110,81.05,81.2,80.6,80.95,-1.35,6921
2019-08-05,20659506,1657565764,80.7,80.85,79.9,80.15,-0.8,9417
2019-08-06,24901846,1968227195,78.65,80.45,78.5,80.1,-0.05,10838
2019-08-07,16856004,1345630493,80.15,80.2,79.55,79.7,-0.4,7603
2019-08-08,5036121,405560691,80.05,80.8,80.0,80.65,0.95,2802
2019-08-12,3168030,255436705,80.65,80.85,80.15,80.6,-0.05,2171
2019-08-13,7431519,593128279,80.15,80.15,79.55,79.7,-0.9,4255
2019-08-14,7382138,595173755,80.7,80.8,80.3,80.3,0.6,3019
2019-08-15,15972089,1267223096,79.2,79.6,79.1,79.4,-0.9,6769
2019-08-16,6158748,492012872,79.45,80.35,79.25,80.35,0.95,3689
2019-08-19,6475352,522065179,80.75,80.9,80.3,80.8,0.45,3347
2019-08-20,4179197,338309857,80.85,81.1,80.8,81.0,0.2,2012
2019-08-21,6092896,493794088,80.95,81.15,80.9,81.1,0.1,3233
2019-08-22,9379398,763036338,81.3,81.65,80.8,80.9,-0.2,3542
2019-08-23,3211036,259903716,80.9,81.1,80.75,81.0,0.1,1804
2019-08-26,12292310,980575763,79.8,80.1,79.6,79.65,-1.35,5857
2019-08-27,2535864,202789305,80.15,80.2,79.75,79.85,0.2,1369
2019-08-28,3318188,266715323,80.1,80.55,80.1,80.4,0.55,1606
2019-08-29,3233649,259494308,80.45,80.6,80.0,80.55,0.15,964
2019-08-30,19370894,1581406102,81.15,81.9,81.15,81.85,1.3,5592
2019-09-02,6457870,528610814,81.8,82.0,81.65,81.9,0.05,2082
2019-09-03,5052925,413343221,81.85,82.0,81.2,81.2,-0.7,2534
2019-09-04,10748771,881536222,81.45,82.2,81.4,82.15,0.95,4277
2019-09-05,25429390,2110355549,82.55,83.2,82.55,83.0,0.85,7984
2019-09-06,17226303,1437582238,83.25,83.55,83.25,83.5,0.5,7833
2019-09-09,12633348,1058619857,83.7,84.0,83.65,83.8,0.3,4942
2019-09-10,5171847,431764155,83.95,83.95,83.2,83.4,-0.4,3012
2019-09-11,4746200,396473497,83.75,83.9,83.3,83.45,0.05,1766
2019-09-12,9281122,779861376,84.1,84.25,83.75,83.9,0.45,3785
2019-09-16,10929792,920529834,84.0,84.45,83.95,84.4,0.5,4660
2019-09-17,4966780,418697583,84.4,84.45,84.2,84.25,-0.15,1650
2019-09-18,16999486,1442542539,84.4,85.0,84.35,84.95,0.7,5496
2019-09-19,7777364,658987087,84.95,85.15,84.4,84.45,-0.5,2503
2019-09-20,8231699,697865048,84.65,84.9,84.65,84.7,0.25,2092
2019-09-23,4369839,369772132,84.65,84.85,84.5,84.5,-0.2,1478
2019-09-24,4852012,410605292,84.5,84.85,84.35,84.65,0.15,1642
2019-09-25,3927674,330124238,84.35,84.35,83.9,84.1,-0.55,2438
2019-09-26,5194687,438729412,84.45,84.7,84.15,84.3,0.2,1534
2019-09-27,8884695,752473986,84.9,85.2,84.5,84.6,0.3,1964
2019-10-01,9595908,821807362,84.8,86.0,84.8,85.95,1.35,4149
2019-10-02,5653658,484713271,85.6,85.9,85.6,85.65,-0.3,1448
2019-10-03,4868237,412892945,84.4,85.1,84.3,84.8,-0.85,1734
2019-10-04,3746987,318959376,85.2,85.4,84.75,85.15,0.35,1128
2019-10-07,4140747,353756450,85.4,85.65,85.2,85.45,0.3,2881
2019-10-08,12195435,1054012283,85.85,86.6,85.85,86.5,1.05,3364
2019-10-09,6916829,594801990,86.15,86.2,85.8,85.8,-0.7,1835
2019-10-14,9491298,828885815,87.0,87.55,87.0,87.55,1.75,3957
2019-10-15,4377610,383575647,87.55,87.85,87.3,87.7,0.15,2163
2019-10-16,3983672,350582692,88.0,88.15,87.85,88.1,0.4,2926
2019-10-17,2540883,223655954,88.05,88.15,87.8,88.15,0.05,1408
2019-10-18,2815798,248106090,88.15,88.65,87.9,87.95,-0.2,1592
2019-10-21,1077652,94700394,87.95,88.0,87.75,87.85,-0.1,1257
2019-10-22,3256399,288438607,88.2,88.8,88.2,88.7,0.85,1639
2019-10-23,2580656,228554820,88.7,88.8,88.3,88.45,-0.25,1289
2019-10-24,2579559,228735385,88.7,88.8,88.5,88.8,0.35,1523
2019-10-25,7971190,708933934,89.2,89.2,88.6,88.8,0.0,2550
2019-10-28,5009774,446669910,89.25,89.3,89.0,89.2,0.4,2550
2019-10-29,7410985,663510736,89.5,89.65,89.35,89.45,0.25,2800
2019-10-30,5384270,482121683,89.45,89.85,89.3,89.85,0.4,1803
2019-10-31,9458164,854001219,89.9,90.6,89.9,90.1,0.25,2116
2019-11-01,2806778,252465747,90.0,90.2,89.75,90.1,0.0,1648
2019-11-04,6730681,615367052,90.55,92.25,90.55,92.2,2.1,3034
2019-11-05,3966279,367357250,92.4,92.9,92.35,92.9,0.7,2409
2019-11-06,4494319,418107400,92.95,93.35,92.75,93.35,0.45,2691
2019-11-07,3050118,282827556,93.2,93.2,92.35,92.85,-0.5,1940
2019-11-08,2890536,267788689,93.0,93.05,92.4,92.55,-0.3,1583
2019-11-11,5859344,535835470,92.4,92.45,91.05,91.15,-1.4,2994
2019-11-12,2426297,222545554,91.55,92.0,91.55,92.0,0.85,1594
2019-11-13,1935545,176904008,91.55,91.65,91.05,91.45,-0.55,1181
2019-11-14,2174281,198947342,91.6,91.8,91.2,91.4,-0.05,1038
2019-11-15,2510879,231639658,92.0,92.5,92.0,92.3,0.9,1536
2019-11-18,2087613,193351977,92.5,92.9,92.4,92.9,0.6,1586
2019-11-19,2821624,263329860,92.9,93.6,92.65,93.6,0.7,1750
2019-11-20,7954619,741833623,93.6,93.6,93.1,93.25,-0.35,3259
2019-11-21,3283838,302750501,92.3,92.55,91.8,92.5,-0.75,1619
2019-11-22,1506544,139445637,92.55,92.75,92.4,92.55,0.05,931
2019-11-25,2520694,234066063,93.0,93.1,92.55,92.6,0.05,2186
2019-11-26,3827480,355795288,92.95,93.3,92.8,92.85,0.25,2029
2019-11-27,1957676,181984052,92.85,93.2,92.75,93.2,0.35,1107
2019-11-28,1352720,125715522,93.25,93.25,92.8,92.95,-0.25,887
2019-11-29,5344208,490829372,92.85,92.85,91.45,91.5,-1.45,2592
2019-12-02,2068341,190189977,91.95,92.15,91.75,92.05,0.55,1568
2019-12-03,1410794,129802491,91.7,92.2,91.6,92.05,0.0,807
2019-12-04,2310508,211810503,91.85,91.9,91.4,91.7,-0.35,1026
2019-12-05,3441050,319239879,92.35,93.0,92.2,92.9,1.2,1898
2019-12-06,3394433,316362892,93.3,93.5,92.75,93.05,0.15,1691
2019-12-09,2912194,272545756,93.2,93.8,93.2,93.65,0.6,2016
2019-12-10,5465431,508711057,93.4,93.4,92.8,93.0,-0.65,1356
2019-12-11,1936772,181023950,93.0,93.75,92.95,93.75,0.75,1512
2019-12-12,8420111,805189010,94.35,96.1,94.35,95.85,2.1,3414
2019-12-13,5880136,570464417,96.75,97.4,96.7,96.9,1.05,3045
2019-12-16,4482448,434247973,96.95,97.05,96.65,96.85,-0.05,3153
2019-12-17,4703223,458806704,96.75,98.15,96.7,98.15,1.3,2810
2019-12-18,3762355,368980745,98.0,98.3,97.8,98.2,0.05,2718
2019-12-19,2271007,222130098,98.15,98.2,97.55,97.65,-0.55,1774
2019-12-20,3353485,325788665,97.55,97.55,96.7,96.95,-0.7,2393
2019-12-23,3416729,331574305,97.0,97.3,96.95,97.15,0.2,2170
2019-12-24,1409728,137094824,97.3,97.45,97.2,97.2,0.05,830
2019-12-25,1789167,173900527,97.2,97.45,97.05,97.35,0.15,1847
2019-12-26,3095969,301266167,97.55,97.55,97.1,97.35,0.0,1119
2019-12-27,2978047,291993656,97.6,98.15,97.6,98.0,0.65,1942
2019-12-30,3138762,307621326,98.0,98.25,97.6,97.8,-0.2,1941
2019-12-31,4303947,417657710,97.1,97.2,96.95,96.95,-0.85,1852
